EntryID,Z-number,Anglealpha,Anglebeta,Anglegamma,a,b,c,ExperimentalMethod,DepositionDate,ReleaseDate,PDBID,TotalNumberofNon-polymerInstances,MolecularWeightperDepositedModel,NumberofDistinctNon-polymerEntities,RefinementResolution,EntryPolymerTypes,StructureDeterminationMethodology,AverageBFactor,RFree,RWork,RAll,RObserved,HighResolutionLimit,StuctureKeywords,SpaceGroup,NumberofDistinctFreeLigands,TotalNumberofFreeLigands,NumberofDistinctLigands,TotalNumberofLigands
4XCJ,2,90,107.39,90,41.84,46.65,59.62,X-RAY DIFFRACTION,2014-12-18,2015-12-09,4XCJ,2,29.68,2,1.75,Protein (only),experimental,24.168,0.23753,0.20176,NA,0.20363,1.75,CHAPERONE,P 1 21 1,1,1,1,1
4XCP,24,90,90,90,121.123,121.123,121.123,X-RAY DIFFRACTION,2014-12-18,2015-09-16,4XCP,2,19.55,1,2.14,Protein (only),experimental,32.54,0.2223,0.203,NA,0.2039,2.14,retinol-binding protein,P 4 3 2,1,2,1,2
4XCS,24,90,89.99,90,138.788,80.128,125.618,X-RAY DIFFRACTION,2014-12-18,2016-01-13,4XCS,6,147.89,2,2.1,Protein (only),experimental,33.329,0.2223,0.17551,NA,0.17793,2.1,OXIDOREDUCTASE,C 1 2 1,2,6,2,6
4XCU,2,90,94.42,90,39.1,58.11,58.67,X-RAY DIFFRACTION,2014-12-18,2015-04-01,4XCU,2,34.47,2,1.71,Protein (only),experimental,28.705,0.2427,0.1931,NA,0.1956,1.71,Transferase/Transferase Inhibitor,P 1 21 1,1,1,1,1
4XCZ,8,90,90,90,78.235,78.235,151.131,X-RAY DIFFRACTION,2014-12-18,2015-01-21,4XCZ,15,50.23,6,1.5,Protein (only),experimental,18.873,0.21535,0.18338,NA,0.18501,1.5,TRANSFERASE,P 41 21 2,4,9,4,9
4XD0,8,90,90,90,78.134,78.134,151.424,X-RAY DIFFRACTION,2014-12-18,2015-01-21,4XD0,8,49.88,5,1.8,Protein (only),experimental,24.549,0.26455,0.20441,NA,0.20737,1.8,TRANSFERASE,P 41 21 2,3,4,3,4
4XD1,8,90,90,90,78.279,78.279,151.105,X-RAY DIFFRACTION,2014-12-18,2015-01-21,4XD1,15,49.62,6,1.5,Protein (only),experimental,18.299,0.20828,0.17981,NA,0.18124,1.5,TRANSFERASE,P 41 21 2,4,10,4,10
4XD3,8,90,90,90,85.83,85.882,88.721,X-RAY DIFFRACTION,2014-12-19,2015-12-23,4XD3,10,73.29,3,1.57,Protein (only),experimental,NA,0.2017,0.1738,NA,0.1751,1.57,HYDROLASE,P 21 21 2,1,4,1,4
4XD4,8,90,90,90,85.56,85.782,88.443,X-RAY DIFFRACTION,2014-12-19,2015-12-23,4XD4,9,73.14,3,1.9,Protein (only),experimental,NA,0.2434,0.175,NA,0.1787,1.9,HYDROLASE,P 21 21 2,1,3,1,3
4XD5,8,90,90,90,85.704,85.869,88.382,X-RAY DIFFRACTION,2014-12-19,2015-12-23,4XD5,9,73.07,3,1.85,Protein (only),experimental,NA,0.2037,0.161,NA,0.1632,1.85,HYDROLASE,P 21 21 2,1,3,1,3
4XD6,8,90,90,90,85.739,85.759,88.372,X-RAY DIFFRACTION,2014-12-19,2015-12-23,4XD6,10,73.25,3,1.75,Protein (only),experimental,NA,0.269,0.214,NA,0.217,1.75,HYDROLASE,P 21 21 2,1,4,1,4
4XD8,2,90,107.55,90,41.49,45.75,59.85,X-RAY DIFFRACTION,2014-12-19,2015-12-09,4XD8,2,29.76,2,1.55,Protein (only),experimental,22.405,0.19953,0.16105,NA,0.16303,1.55,CHAPERONE,P 1 21 1,1,1,1,1
4XDA,4,106.29,97.65,98.68,59.42,70.7,79.88,X-RAY DIFFRACTION,2014-12-19,2015-03-04,4XDA,12,132.25,3,1.75,Protein (only),experimental,NA,0.2249,0.1865,NA,0.1885,1.75,TRANSFERASE,P 1,2,8,2,8
4XDD,4,90,97.93,90,90.057,71.807,103.308,X-RAY DIFFRACTION,2014-12-19,2015-11-11,4XDD,21,133.64,5,1.599,Protein (only),experimental,NA,0.1658,0.1438,NA,0.1449,1.599,OXIDOREDUCTASE,P 1 21 1,2,7,2,7
4XDE,8,90,90,90,124.126,124.126,38.145,X-RAY DIFFRACTION,2014-12-19,2015-02-04,4XDE,3,28.19,2,2.14,Protein (only),experimental,29.211,0.26235,0.22223,NA,0.22418,2.14,BLOOD CLOTTING,P 41 21 2,2,3,2,3
4XDG,8,90,90,90,56.48,83.63,106.37,X-RAY DIFFRACTION,2014-12-19,2016-01-13,4XDG,9,54.49,4,1.5,Protein (only),experimental,26.25,0.1866,0.1663,NA,0.1673,1.5,OXIDOREDUCTASE,P 21 21 21,3,7,3,7
4XDH,8,90,90,90,56.51,84.03,106.42,X-RAY DIFFRACTION,2014-12-19,2016-01-13,4XDH,9,54.49,4,1.9,Protein (only),experimental,32.17,0.1988,0.1709,NA,0.1723,1.9,OXIDOREDUCTASE,P 21 21 21,3,7,3,7
4XDM,2,90,107.93,90,41.4,44.63,60.16,X-RAY DIFFRACTION,2014-12-19,2015-12-09,4XDM,2,29.89,2,1.5,Protein (only),experimental,27.028,0.22426,0.18165,NA,0.18376,1.5,CHAPERONE,P 1 21 1,2,2,2,2
4XDN,2,90,111.11,90,51.579,177.279,51.343,X-RAY DIFFRACTION,2014-12-19,2015-06-17,4XDN,5,96.91,1,2.08,Protein (only),experimental,44.5,0.21,0.185,NA,0.186,2.08,CELL CYCLE,P 1 21 1,1,5,1,5
4XDO,8,90,96.49,90,93.93,89.77,98.46,X-RAY DIFFRACTION,2014-12-19,2015-03-25,4XDO,10,79.91,6,1.97,Protein (only),experimental,24.476,0.254,0.2004,NA,0.2032,1.97,OXIDOREDUCTASE,C 1 2 1,4,6,4,6
4XDP,8,90,96.31,90,93.87,89.75,98.28,X-RAY DIFFRACTION,2014-12-19,2015-03-25,4XDP,16,80.07,7,2.07,Protein (only),experimental,27.402,0.242,0.2066,NA,0.2084,2.07,OXIDOREDUCTASE,C 1 2 1,5,12,5,12
4XDY,8,90,90,90,49.695,141.748,148.598,X-RAY DIFFRACTION,2014-12-20,2015-04-22,4XDY,12,77.42,4,1.535,Protein (only),experimental,25.89,0.20914,0.17875,NA,0.18022,1.535,OXIDOREDUCTASE,P 2 21 21,3,6,3,6
4XE1,2,90,104.33,90,42.212,41.68,71.731,X-RAY DIFFRACTION,2014-12-21,2015-03-18,4XE1,5,30.33,4,1.8,Protein (only),experimental,14.2,0.214,0.168,NA,NA,1.8,LYASE,P 1 21 1,2,3,2,3
4XE9,4,90,90,90,76.201,82.702,116.423,X-RAY DIFFRACTION,2014-12-23,2016-01-13,4XE9,6,74.2,2,1.84,Protein (only),experimental,22.4,0.2074,0.1724,NA,0.1742,1.84,HYDROLASE,P 21 21 21,2,6,2,6
4XEA,8,90,90,90,127.201,127.201,65.991,X-RAY DIFFRACTION,2014-12-23,2015-03-18,4XEA,6,49.15,4,1.95,Protein (only),experimental,47.605,0.214,0.1815,NA,0.1824,1.95,HYDROLASE,P 43 21 2,2,4,2,4
4XEL,12,90,90,120,82.36,82.36,125.22,X-RAY DIFFRACTION,2014-12-24,2015-02-11,4XEL,7,41.61,4,2,Protein (only),experimental,45.0675,0.264,0.22,NA,0.2222,2,HYDROLASE,P 63,2,3,2,3
4XEP,16,90,90,90,73.455,121.653,143.401,X-RAY DIFFRACTION,2014-12-24,2015-09-09,4XEP,6,28.86,3,1.5,Protein (only),experimental,32.593,0.22859,0.18712,NA,0.18918,1.5,HYDROLASE,F 2 2 2,2,5,2,5
4XEQ,8,90,90.05,90,83.75,73.6,100.21,X-RAY DIFFRACTION,2014-12-24,2015-01-28,4XEQ,4,149.87,1,1.7,Protein (only),experimental,18.84,0.1847,0.1572,NA,0.164,1.7,TRANSPORT PROTEIN,P 1 21 1,1,4,1,4
4XER,16,90,98.61,90,165.55,96.52,94.95,X-RAY DIFFRACTION,2014-12-24,2015-09-09,4XER,8,114.44,5,1.97,Protein (only),experimental,40.515,0.21392,0.16523,NA,0.16763,1.97,HYDROLASE,C 1 2 1,3,4,3,4
4XEU,6,90,90,120,76.15,76.15,193.61,X-RAY DIFFRACTION,2014-12-24,2015-01-21,4XEU,3,73.47,2,1.95,Protein (only),experimental,29.27,0.1987,0.164,NA,0.1657,1.95,TRANSFERASE,P 31 2 1,1,1,1,1
4XF1,8,90,90,90,57.6,57.6,122.4,X-RAY DIFFRACTION,2014-12-25,2016-04-06,4XF1,2,23.22,2,1.55,Protein (only),experimental,NA,0.2244,0.1829,NA,0.1871,1.55,OXIDOREDUCTASE,P 43 21 2,1,1,1,1
4XF3,8,90,90,90,57.6,57.6,122.4,X-RAY DIFFRACTION,2014-12-25,2016-04-06,4XF3,2,23.22,2,1.55,Protein (only),experimental,NA,0.2224,0.1868,NA,0.1904,1.55,OXIDOREDUCTASE,P 43 21 2,1,1,1,1
4XF6,8,90,90,90,77.364,81.255,82.046,X-RAY DIFFRACTION,2014-12-26,2015-06-03,4XF6,24,64.43,6,2.08,Protein (only),experimental,43.312,0.2502,0.2029,NA,0.2052,2.08,TRANSFERASE,P 21 21 21,5,22,5,22
4XF7,8,90,90,90,77.134,81.176,81.109,X-RAY DIFFRACTION,2014-12-26,2015-06-03,4XF7,28,64.89,4,1.93,Protein (only),experimental,35.404,0.2546,0.2159,NA,0.2178,1.93,TRANSFERASE,P 21 21 21,3,26,3,26
4XFA,8,90,90,90,57.6,57.6,122.4,X-RAY DIFFRACTION,2014-12-26,2016-02-24,4XFA,2,23.23,2,1.65,Protein (only),experimental,NA,0.2096,0.1691,NA,0.1731,1.65,OXIDOREDUCTASE,P 43 21 2,1,1,1,1
4XFJ,8,90,90,90,93.83,143.41,58.03,X-RAY DIFFRACTION,2014-12-27,2015-01-14,4XFJ,13,92.16,4,1.55,Protein (only),experimental,22.417,0.182,0.1358,NA,0.1378,1.55,LIGASE,P 21 21 2,3,10,3,10
4XFM,4,90,107.12,90,153.696,47.611,64.142,X-RAY DIFFRACTION,2014-12-27,2015-04-01,4XFM,1,49.41,1,1.55,Protein (only),experimental,30.56,0.1909,0.1645,NA,0.1658,1.55,"Structural Genomics, Unknown function",C 1 2 1,1,1,1,1
4XFP,16,90,90,90,134.135,145.195,71.141,X-RAY DIFFRACTION,2014-12-28,2016-01-13,4XFP,10,145.89,3,1.66,Protein (only),experimental,25.001,0.1841,0.1558,NA,0.1571,1.66,OXIDOREDUCTASE,P 21 21 2,3,10,3,10
4XFR,24,90,90,120,77.637,77.637,479.012,X-RAY DIFFRACTION,2014-12-28,2015-01-28,4XFR,4,88.18,1,2,Protein (only),experimental,35.18,0.2433,0.1883,NA,0.1912,2,"Structural genomics, Unknown function",P 65 2 2,1,4,1,4
4XFS,2,77.8,83.63,67.13,32.982,42.258,52.343,X-RAY DIFFRACTION,2014-12-28,2015-06-10,4XFS,7,36.51,2,1.91,Protein (only),experimental,34.818,0.22871,0.17807,NA,0.18073,1.91,CYTOKINE,P 1,2,7,2,7
4XFT,8,90,90,90,54.514,55.042,113.003,X-RAY DIFFRACTION,2014-12-29,2015-06-10,4XFT,2,36.2,1,2,Protein (only),experimental,41.6,0.21802,0.17695,NA,0.17899,2,CYTOKINE,P 21 21 21,1,2,1,2
4XFW,4,90,92.92,90,44.906,95.905,53.318,X-RAY DIFFRACTION,2014-12-29,2015-08-05,4XFW,6,52.78,4,1.517,Protein (only),experimental,NA,0.1984,0.1696,NA,0.1711,1.517,LYASE,P 1 21 1,3,4,3,4
4XG0,8,90,90,90,63.064,92.903,133.157,X-RAY DIFFRACTION,2014-12-30,2015-03-11,4XG0,5,44.03,3,1.7,Protein (only),experimental,34.26,0.2365,0.1987,NA,0.2006,1.7,"STRUCTURAL GENOMICS, UNKNOWN FUNCTION",C 2 2 21,3,5,3,5
4XG7,2,90,91.12,90,39.901,88.187,40.982,X-RAY DIFFRACTION,2014-12-30,2015-12-30,4XG7,1,34.29,1,1.76,Protein (only),experimental,33.304,0.24246,0.22287,NA,0.22607,1.76,TRANSFERASE/TRANSFERASE INHIBITOR,P 1 21 1,1,1,1,1
4XGH,18,90,90,120,120.25,120.25,219.65,X-RAY DIFFRACTION,2014-12-30,2015-01-14,4XGH,9,51.58,2,2.1,Protein (only),experimental,51.8795,0.2301,0.2081,NA,0.2092,2.1,TRANSFERASE,H 3 2,2,9,2,9
4XGI,12,90,106.23,90,95.49,93.52,158.37,X-RAY DIFFRACTION,2014-12-30,2015-01-14,4XGI,18,287.6,3,2,Protein (only),experimental,30.5192,0.2222,0.1761,NA,0.1766,2,OXIDOREDUCTASE,P 1 21 1,3,18,3,18
4XGL,4,90,90,90,99.25,99.25,50.94,X-RAY DIFFRACTION,2014-12-31,2015-05-13,4XGL,3,44.37,2,1.8,Protein (only),experimental,61.5153,0.2276,0.1885,NA,0.1899,1.8,HYDROLASE,P 43,1,2,1,2
4XGM,4,90,90,90,99.04,99.04,50.61,X-RAY DIFFRACTION,2014-12-31,2015-05-13,4XGM,3,44.37,2,1.98,Protein (only),experimental,63.5861,0.2263,0.1929,NA,0.194,1.98,HYDROLASE,P 43,1,2,1,2
4XGN,8,103.26,93.98,109.68,71.22,77.1,109.35,X-RAY DIFFRACTION,2014-12-31,2015-01-14,4XGN,27,223.07,3,1.65,Protein (only),experimental,16.931,0.1771,0.1545,NA,0.1557,1.65,OXIDOREDUCTASE,P 1,3,27,3,27
4XGP,16,90,98.41,90,162.52,96.23,93.94,X-RAY DIFFRACTION,2015-01-01,2015-09-09,4XGP,11,114.6,4,1.9,Protein (only),experimental,41.887,0.23978,0.18899,NA,0.19158,1.9,HYDROLASE,C 1 2 1,3,7,3,7
4XGV,4,75.7,72.45,69.28,56.197,70.645,85.961,X-RAY DIFFRACTION,2015-01-02,2015-12-16,4XGV,20,151.67,4,1.883,Protein (only),experimental,34.2088,0.2008,0.1626,NA,0.1645,1.883,TRANSFERASE,P 1,2,14,2,14
4XGW,4,75.72,71.91,69.72,57.216,70.65,86.276,X-RAY DIFFRACTION,2015-01-02,2015-12-16,4XGW,11,151.08,3,1.747,Protein (only),experimental,34.1684,0.1985,0.1718,NA,0.1732,1.747,TRANSFERASE,P 1,1,4,1,4
4XGX,8,90,90,90,54.583,56.981,224.766,X-RAY DIFFRACTION,2015-01-02,2015-12-16,4XGX,19,76.96,4,1.9,Protein (only),experimental,33.4323,0.2143,0.1799,NA,0.1816,1.9,TRANSFERASE/TRANSFERASE INHIBITOR,P 21 21 21,3,15,3,15
4XH0,4,90,90,90,71.788,76.974,84.277,X-RAY DIFFRACTION,2015-01-04,2016-01-06,4XH0,7,47.75,2,1.99,Protein (only),experimental,NA,0.2004,0.1659,NA,0.1676,1.99,TRANSFERASE,P 21 2 21,2,7,2,7
4XH1,6,90,90,120,111.61,111.61,66.65,X-RAY DIFFRACTION,2015-01-04,2015-08-19,4XH1,4,46.14,3,2,Protein (only),experimental,34.912,0.22615,0.17995,NA,0.18227,2,TRANSFERASE,P 31 2 1,3,4,3,4
4XH2,24,90,90,90,117.58,138.12,223.51,X-RAY DIFFRACTION,2015-01-04,2015-07-01,4XH2,26,301.9,5,2,Protein (only),experimental,27.33,0.258,0.224,NA,0.226,2,CELL ADHESION,P 21 21 21,5,26,5,26
4XH4,6,90,90,120,110.96,110.96,66.44,X-RAY DIFFRACTION,2015-01-04,2015-08-19,4XH4,4,46.17,4,1.8,Protein (only),experimental,32.676,0.22373,0.1847,NA,0.18668,1.8,TRANSFERASE,P 31 2 1,4,4,4,4
4XH5,6,90,90,120,111,111,66.44,X-RAY DIFFRACTION,2015-01-04,2015-09-23,4XH5,4,45.6,4,2.11,Protein (only),experimental,37.994,0.23068,0.17468,NA,0.17746,2.11,TRANSFERASE,P 31 2 1,4,4,4,4
4XH6,6,90,90,120,97.999,97.999,80.599,X-RAY DIFFRACTION,2015-01-05,2015-08-26,4XH6,1,34.26,1,2.04,Protein (only),experimental,31.325,0.22574,0.20026,NA,0.20152,2.04,Transferase/Transferase Inhibitor,P 65,1,1,1,1
4XH7,8,90,90,90,51.142,52.681,96.844,X-RAY DIFFRACTION,2015-01-05,2015-03-04,4XH7,1,16.27,1,1.65,Protein (only),experimental,NA,0.2038,0.1726,NA,0.1742,1.65,SIGNALING PROTEIN,I 2 2 2,1,1,1,1
4XHB,4,90,90,90,76.494,82.585,117.193,X-RAY DIFFRACTION,2015-01-05,2016-01-27,4XHB,2,73.83,2,1.88,Protein (only),experimental,20,0.1874,0.1497,NA,0.1516,1.88,HYDROLASE,P 21 21 21,2,2,2,2
4XHE,40,90,90,90,129.734,144.231,147.121,X-RAY DIFFRACTION,2015-01-05,2015-06-03,4XHE,15,254.59,3,1.9,Protein (only),experimental,28.416,0.216,0.1734,NA,0.1747,1.9,ACETYLCHOLINE-BINDING PROTEIN,P 21 21 21,2,12,2,12
4XHG,4,90,90,90,72.46,76.472,84.187,X-RAY DIFFRACTION,2015-01-05,2016-01-06,4XHG,2,47.22,2,2.15,Protein (only),experimental,NA,0.2162,0.174,NA,0.1761,2.15,TRANSFERASE,P 21 2 21,2,2,2,2
4XHI,8,90,90,90,134.875,150.825,100.61,X-RAY DIFFRACTION,2015-01-05,2015-11-04,4XHI,24,161.34,2,2.15,Protein (only),experimental,NA,0.2158,0.1753,NA,0.1773,2.15,TRANSCRIPTION,P 21 21 2,2,24,2,24
4XHK,6,90,90,120,96.99,96.99,80.772,X-RAY DIFFRACTION,2015-01-05,2015-02-11,4XHK,1,36.37,1,1.9,Protein (only),experimental,30.688,0.1842,0.1561,NA,0.1576,1.9,TRANSFERASE/TRANSFERASE INHIBITOR,P 65,1,1,1,1
4XHU,8,90,113.19,90,99.364,98.416,116.9,X-RAY DIFFRACTION,2015-01-06,2015-09-30,4XHU,7,103.9,3,2.089,Protein (only),experimental,NA,0.2105,0.1825,NA,0.1834,2.089,TRANSFERASE/REPLICATION,C 1 2 1,2,6,2,6
4XHX,4,90,90,90,76.469,82.709,117.032,X-RAY DIFFRACTION,2015-01-06,2016-01-20,4XHX,5,74.3,3,2.1,Protein (only),experimental,15.85,0.2213,0.1695,NA,0.1721,2.1,HYDROLASE,P 21 21 21,3,5,3,5
4XI6,8,90,90,90,73.083,73.083,170.959,X-RAY DIFFRACTION,2015-01-06,2015-03-18,4XI6,4,42.47,2,2.04,Protein (only),experimental,39.8021,0.2481,0.2085,NA,0.2111,2.04,LIGASE,P 41 2 2,1,2,1,2
4XI7,8,90,90,90,73.728,73.728,170.276,X-RAY DIFFRACTION,2015-01-06,2015-03-18,4XI7,4,43.75,2,2.051,Protein (only),experimental,44.892,0.2236,0.1967,NA,0.198,2.051,LIGASE,P 41 2 2,1,2,1,2
4XIB,8,90,90,90,74.131,74.131,170.174,X-RAY DIFFRACTION,2015-01-06,2015-03-18,4XIB,4,43.79,2,2.147,Protein (only),experimental,58.6979,0.2444,0.209,NA,0.2117,2.147,LIGASE,P 41 2 2,1,2,1,2
4XIK,4,90,90,90,76.182,82.656,116.995,X-RAY DIFFRACTION,2015-01-07,2016-01-20,4XIK,5,73.91,1,1.91,Protein (only),experimental,18.33,0.21,0.1699,NA,0.1719,1.91,HYDROLASE,P 21 21 21,1,5,1,5
4XIL,4,90,90,90,76.528,82.837,117.46,X-RAY DIFFRACTION,2015-01-07,2016-01-20,4XIL,1,73.81,1,1.9,Protein (only),experimental,19.28,0.1971,0.1606,NA,0.1624,1.9,HYDROLASE,P 21 21 21,1,1,1,1
4XIP,8,90,90,90,66.882,90.929,98.955,X-RAY DIFFRACTION,2015-01-07,2015-03-04,4XIP,1,26.48,1,1.7,Protein (only),experimental,13.21,0.2145,0.2006,NA,0.2013,1.7,Chaperone/chaperone Inhibitor,I 2 2 2,1,1,1,1
4XIQ,8,90,90,90,66.837,90.977,99.056,X-RAY DIFFRACTION,2015-01-07,2015-03-04,4XIQ,3,26.71,2,1.84,Protein (only),experimental,24.91,0.2058,0.1924,NA,0.1931,1.84,Chaperone/chaperone Inhibitor,I 2 2 2,2,3,2,3
4XIR,8,90,90,90,66.414,90.511,98.71,X-RAY DIFFRACTION,2015-01-07,2015-03-04,4XIR,2,26.69,2,1.7,Protein (only),experimental,31.79,0.2205,0.2076,NA,0.2083,1.7,Chaperone/chaperone Inhibitor,I 2 2 2,2,2,2,2
4XIT,8,90,90,90,66.853,91.333,98.543,X-RAY DIFFRACTION,2015-01-07,2015-03-04,4XIT,2,26.73,2,1.86,Protein (only),experimental,28.78,0.2229,0.1996,NA,0.2009,1.86,Chaperone/chaperone Inhibitor,I 2 2 2,2,2,2,2
4XIZ,4,90,95.14,90,43.022,74.123,87.912,X-RAY DIFFRACTION,2015-01-08,2015-07-01,4XIZ,2,56.24,1,2,Protein (only),experimental,43.322,0.24,0.196,NA,0.2018,2,LIPID TRANSPORT/OXIDOREDUCTASE,P 1 21 1,1,2,1,2
4XJ1,4,90,93.07,90,118.998,50.742,73.072,X-RAY DIFFRACTION,2015-01-08,2015-04-29,4XJ1,4,45.22,1,1.77,Protein (only),experimental,NA,0.2039,0.1803,NA,0.1814,1.77,TRANSFERASE,C 1 2 1,1,4,1,4
4XJ2,6,90,90,120,43.92,43.92,154.48,X-RAY DIFFRACTION,2015-01-08,2016-01-27,4XJ2,1,20.45,1,1.8,Protein (only),experimental,42.71,0.202,0.166,NA,0.168,1.8,OXIDOREDUCTASE,P 31 2 1,1,1,1,1
4XJ3,4,90,93.48,90,118.78,49.85,72.86,X-RAY DIFFRACTION,2015-01-08,2015-04-29,4XJ3,13,45.97,3,1.65,Protein (only),experimental,NA,0.2069,0.1755,NA,0.1771,1.65,TRANSFERASE,C 1 2 1,2,11,2,11
4XJ4,4,90,93.85,90,118.09,51.3,71.54,X-RAY DIFFRACTION,2015-01-08,2015-04-29,4XJ4,8,45.63,3,1.596,Protein (only),experimental,NA,0.2003,0.1715,NA,0.173,1.596,TRANSFERASE,C 1 2 1,2,7,2,7
4XJ5,4,90,93.4,90,117.95,50.06,72.27,X-RAY DIFFRACTION,2015-01-08,2015-04-29,4XJ5,15,46.02,4,1.552,Protein (only),experimental,NA,0.1933,0.1748,NA,0.1757,1.552,TRANSFERASE,C 1 2 1,2,12,2,12
4XJ7,16,90,100.07,90,160.62,95.78,94.75,X-RAY DIFFRACTION,2015-01-08,2015-09-09,4XJ7,14,115.65,5,1.6,Protein (only),experimental,26.046,0.20798,0.17498,NA,0.17663,1.6,HYDROLASE,C 1 2 1,4,10,4,10
4XJ9,4,90,90,90,75.758,82.812,116.14,X-RAY DIFFRACTION,2015-01-08,2016-01-20,4XJ9,3,73.97,2,1.98,Protein (only),experimental,22.98,0.2164,0.1754,NA,0.1774,1.98,HYDROLASE,P 21 21 21,2,3,2,3
4XJA,4,90,90,90,76.586,82.556,116.654,X-RAY DIFFRACTION,2015-01-08,2016-01-20,4XJA,5,74.39,4,1.98,Protein (only),experimental,24.84,0.2006,0.1672,NA,0.1689,1.98,HYDROLASE,P 21 21 21,4,5,4,5
4XJB,8,90,90,90,79.09,79.09,38.29,X-RAY DIFFRACTION,2015-01-08,2015-06-03,4XJB,6,14.53,2,1.8,Protein (only),experimental,NA,0.2127,0.1705,NA,0.1725,1.8,HYDROLASE,P 43 21 2,1,5,1,5
4XJD,8,90,90,90,77.51,77.51,36.75,X-RAY DIFFRACTION,2015-01-08,2015-06-03,4XJD,8,14.6,2,1.801,Protein (only),experimental,NA,0.2666,0.2157,NA,0.2183,1.801,HYDROLASE,P 43 21 2,1,7,1,7
4XJE,8,90,90,90,42.02,42.02,191.98,X-RAY DIFFRACTION,2015-01-08,2016-01-20,4XJE,3,21.87,3,1.88,Protein (only),experimental,25.8225,0.1884,0.1672,NA,0.1684,1.88,transferase/antibiotic,P 43 21 2,3,3,3,3
4XJF,8,90,90,90,79.1,79.1,38.47,X-RAY DIFFRACTION,2015-01-08,2015-06-03,4XJF,6,14.75,2,1.8,Protein (only),experimental,NA,0.2068,0.1759,NA,0.1774,1.8,HYDROLASE,P 43 21 2,1,5,1,5
4XJG,8,90,90,90,78.39,78.39,37.88,X-RAY DIFFRACTION,2015-01-08,2015-06-03,4XJG,6,14.75,2,1.8,Protein (only),experimental,NA,0.2434,0.1994,NA,0.2017,1.8,HYDROLASE,P 43 21 2,1,5,1,5
4XJH,8,90,90,90,79.1,79.1,38.24,X-RAY DIFFRACTION,2015-01-08,2015-06-03,4XJH,6,14.53,2,2,Protein (only),experimental,NA,0.2045,0.1568,NA,0.1592,2,HYDROLASE,P 43 21 2,1,5,1,5
4XJI,8,90,90,90,78.71,78.71,37.33,X-RAY DIFFRACTION,2015-01-08,2015-06-03,4XJI,9,14.64,2,2,Protein (only),experimental,NA,0.2099,0.1644,NA,0.1667,2,HYDROLASE,P 43 21 2,1,8,1,8
4XJL,8,90,90,90,63.294,66.008,203.634,X-RAY DIFFRACTION,2015-01-08,2016-01-20,4XJL,6,98.5,4,1.85,Protein (only),experimental,15.8,0.2138,0.1902,NA,0.1914,1.85,transferase/transferase inhibitor,P 21 21 21,3,4,3,4
4XJM,8,90,90,90,63.058,66.052,203.89,X-RAY DIFFRACTION,2015-01-08,2016-01-20,4XJM,4,98.4,2,1.6,Protein (only),experimental,18.243,0.2205,0.2028,NA,0.2036,1.6,transferase/transferase inhibitor,P 21 21 21,1,2,1,2
4XJO,8,90,90,90,63.228,66.025,203.256,X-RAY DIFFRACTION,2015-01-08,2016-01-20,4XJO,7,98.47,5,1.5,Protein (only),experimental,15.528,0.2049,0.1861,NA,0.187,1.5,transferase/transferase inhibitor,P 21 21 21,4,5,4,5
4XJP,8,90,90,90,63.469,65.92,204.252,X-RAY DIFFRACTION,2015-01-08,2016-01-20,4XJP,11,98.79,4,1.6,Protein (only),experimental,17.7722,0.1868,0.1578,NA,0.1592,1.6,transferase/transferase inhibitor,P 21 21 21,3,9,3,9
4XJU,4,90,90,90,76.414,82.418,116.697,X-RAY DIFFRACTION,2015-01-09,2016-01-13,4XJU,6,74.24,3,1.94,Protein (only),experimental,26.03,0.2058,0.1699,NA,0.1717,1.94,HYDROLASE,P 21 21 21,3,6,3,6
4XJW,4,90,90,90,75.95,82.85,116.58,X-RAY DIFFRACTION,2015-01-09,2016-01-13,4XJW,6,74.22,3,1.53,Protein (only),experimental,19.52,0.2111,0.1903,NA,0.1914,1.53,HYDROLASE,P 21 21 21,3,6,3,6
4XJY,8,90,111.42,90,69.691,68.073,71.989,X-RAY DIFFRACTION,2015-01-09,2016-01-20,4XJY,4,74.23,2,1.8,Protein (only),experimental,27.8379,0.2129,0.1733,NA,0.1753,1.8,SIGNALING PROTEIN,P 1 21 1,2,4,2,4
4XJZ,4,90,90,90,76.391,82.656,116.721,X-RAY DIFFRACTION,2015-01-09,2016-01-13,4XJZ,6,74.01,2,1.56,Protein (only),experimental,24.12,0.2188,0.1907,NA,0.1921,1.56,HYDROLASE,P 21 21 21,2,6,2,6
4XK1,12,90,90,120,72.22,72.22,268.48,X-RAY DIFFRACTION,2015-01-09,2015-02-04,4XK1,4,82.78,2,2.15,Protein (only),experimental,57.2411,0.2189,0.1793,NA,0.1813,2.15,TRANSFERASE,P 32 2 1,2,4,2,4
4XK2,48,90,90,90,105.11,105.11,479.569,X-RAY DIFFRACTION,2015-01-09,2015-01-21,4XK2,8,112.48,2,1.9,Protein (only),experimental,45.569,0.1847,0.1605,NA,0.1617,1.9,OXIDOREDUCTASE,I 4 2 2,1,5,1,5
4XK9,40,90,126.48,90,184.844,142.918,142.13,X-RAY DIFFRACTION,2015-01-10,2015-06-03,4XK9,17,266.87,2,2.2,Protein (only),experimental,48.974,0.21135,0.19907,NA,0.1997,2.2,ACETYLCHOLINE-BINDING PROTEIN,C 1 2 1,2,17,2,17
